0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:53:16 -0300] "GET /pickup-manager/ HTTP/1.1" 200 2851
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:07 -0300] "GET /pickup-dispatch/libs/popper_1.12.9/popper.min.js.map HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "POST /pickup-dispatch/oauth2-authorize-user.jsp?reset=true HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/oauth2client?code=26444dbd-3e9a-3da2-8f7c-b75d1953753a&session_state=a32f16e968937414b4a7211c0eae5bd1505db90eee95b0e022c9fa8357b0e431.73flvDYmS8NnsoHJ06Tarw HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/home.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/index.jsp HTTP/1.1" 200 2911
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/libs/bootstrap-material-design_4.0.0/css/bootstrap-material-design.min.css HTTP/1.1" 200 437760
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/libs/fontawesome-5.2.0/css/fontawesome.min.css HTTP/1.1" 200 45557
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/css/dispatch.css HTTP/1.1" 200 2507
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/css/custom.css HTTP/1.1" 200 5317
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/libs/jquery_3.3.1/jquery.min.js HTTP/1.1" 200 95785
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/libs/popper_1.12.9/popper.min.js HTTP/1.1" 200 19188
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/libs/bootstrap-material-design_4.0.0/js/bootstrap-material-design.min.js HTTP/1.1" 200 78373
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/img/wso2-dark.svg HTTP/1.1" 200 5196
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/libs/fontawesome-5.2.0/css/solid.min.css HTTP/1.1" 200 644
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/img/dispatch.png HTTP/1.1" 200 28144
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:58:11 -0300] "GET /pickup-dispatch/libs/popper_1.12.9/popper.min.js.map HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/home.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/index.jsp HTTP/1.1" 200 2911
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/libs/fontawesome-5.2.0/css/fontawesome.min.css HTTP/1.1" 200 45557
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/libs/fontawesome-5.2.0/css/solid.min.css HTTP/1.1" 200 644
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/css/custom.css HTTP/1.1" 200 5317
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/libs/bootstrap-material-design_4.0.0/css/bootstrap-material-design.min.css HTTP/1.1" 200 437760
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/css/dispatch.css HTTP/1.1" 200 2507
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/libs/jquery_3.3.1/jquery.min.js HTTP/1.1" 200 95785
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/libs/bootstrap-material-design_4.0.0/js/bootstrap-material-design.min.js HTTP/1.1" 200 78373
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/libs/popper_1.12.9/popper.min.js HTTP/1.1" 200 19188
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/img/dispatch.png HTTP/1.1" 200 28144
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/img/wso2-dark.svg HTTP/1.1" 200 5196
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:16 -0300] "GET /pickup-dispatch/libs/popper_1.12.9/popper.min.js.map HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/index.jsp HTTP/1.1" 200 2911
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/libs/bootstrap-material-design_4.0.0/css/bootstrap-material-design.min.css HTTP/1.1" 200 437760
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/libs/fontawesome-5.2.0/css/solid.min.css HTTP/1.1" 200 644
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/libs/fontawesome-5.2.0/css/fontawesome.min.css HTTP/1.1" 200 45557
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/css/custom.css HTTP/1.1" 200 5317
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/css/dispatch.css HTTP/1.1" 200 2507
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/libs/jquery_3.3.1/jquery.min.js HTTP/1.1" 200 95785
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/libs/popper_1.12.9/popper.min.js HTTP/1.1" 200 19188
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/img/dispatch.png HTTP/1.1" 200 28144
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/libs/bootstrap-material-design_4.0.0/js/bootstrap-material-design.min.js HTTP/1.1" 200 78373
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:20 -0300] "GET /pickup-dispatch/img/wso2-dark.svg HTTP/1.1" 200 5196
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:22 -0300] "POST /pickup-dispatch/oauth2-authorize-user.jsp?reset=true HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/oauth2client?code=5fa9221f-c9c8-38d6-8087-4ef8c0a5ce8a&session_state=6a46ae38e89e0182a37259c9b08d95f6513ccbcdaee414f0db1014b36de011a3.BI6adHJXumDtV1WjbOgypA HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/home.jsp HTTP/1.1" 200 18633
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/libs/goldenlayout/js/goldenlayout.min.js HTTP/1.1" 200 66602
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/libs/highlight_9.12.0/highlight.pack.js HTTP/1.1" 200 8200
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/js/custom.v1.0.js HTTP/1.1" 200 12869
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/libs/sweetalerts/sweetalert.2.1.2.min.js HTTP/1.1" 200 40808
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/css/spinner.css HTTP/1.1" 200 1464
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/libs/goldenlayout/css/goldenlayout-base.css HTTP/1.1" 200 4657
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/libs/highlight_9.12.0/styles/atelier-cave-light.css HTTP/1.1" 200 1299
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/libs/clipboard/clipboard.min.js HTTP/1.1" 200 10917
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/libs/moment_2.11.2/moment.min.js HTTP/1.1" 200 40737
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:30 -0300] "GET /pickup-dispatch/libs/fontawesome-5.2.0/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 62472
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:31 -0300] "GET /pickup-dispatch/service HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [01/Jul/2020:16:59:31 -0300] "GET /pickup-dispatch/rpIFrame.jsp HTTP/1.1" 200 2582
